case,PrefixLen,Act1,Act2,Act3,Res1,Res2,Res3,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat,label,score
7557,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,30-44,T,T,0,1
9435,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,F,1,1
526,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,T,T,1,1
7632,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,30-44,T,T,0,1
1178,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,45-64,T,T,0,1
8865,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,30-44,F,T,1,0
4406,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,1,0
2799,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,T,T,1,1
2395,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,1,1
5062,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,T,1,0
3333,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
840,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,F,1,1
1565,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,F,30-44,F,T,0,1
3288,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,30-44,T,T,0,0
5466,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,F,F,45-64,F,F,0,0
843,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,F,0,0
7840,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,T,F,0,0
2507,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,65+,T,T,0,1
4846,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,T,1,1
3071,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,1,1
1876,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,65+,F,T,0,1
7944,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,65+,F,F,0,1
5228,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,65+,T,T,0,1
1479,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,1,1
1027,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,T,30-44,F,F,0,0
630,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,1,1
3520,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,T,0,1
930,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,F,F,1,1
8168,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,65+,T,T,0,0
386,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,1,1
6562,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
5104,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,1,0
2312,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,T,1,1
2233,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
7628,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,65+,T,T,0,1
6218,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,0,1
7180,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,0
2613,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,30-44,F,T,0,1
8981,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,1,1
3407,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,F,F,0,1
3292,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,30-44,F,T,1,1
7536,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,0,0
7763,3,A08,A12,A01,Online System,HR-pro,HR-dummy,F,F,65+,T,F,0,0
4044,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
9815,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,65+,F,F,0,1
8807,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,T,F,0,1
7050,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,65+,T,T,1,1
7417,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
785,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
4157,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,F,1,1
8328,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,T,0,0
7435,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,18-29,F,F,1,1
1261,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
9812,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,1
7342,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,0
2451,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,65+,T,T,1,1
8769,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,1,1
8237,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
9898,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,1,1
2462,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,45-64,T,T,1,1
1995,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,30-44,F,T,0,0
5477,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,F,45-64,T,T,0,0
1493,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
998,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,T,0,1
2612,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,30-44,T,T,0,1
218,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,45-64,T,T,0,1
2075,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,65+,F,T,0,0
2816,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,0,1
8245,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
4041,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,F,0,1
9767,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,30-44,T,F,0,1
3060,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,T,45-64,F,F,0,1
5764,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,30-44,F,F,0,1
1851,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,F,0,1
4788,3,A08,A12,A01,Online System,HR-pro,Senior Partner,F,T,45-64,T,F,0,0
9881,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,T,1,1
4297,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,1,1
7762,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,T,F,1,1
7037,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,T,0,0
8690,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,T,0,1
4393,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
7051,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,F,T,1,1
2494,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,30-44,T,T,0,1
2676,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,F,45-64,T,T,0,0
5760,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
5371,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,T,1,1
1183,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,T,0,1
9624,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,F,T,1,1
7942,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,65+,F,F,0,1
9737,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
6107,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,T,F,0,1
153,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
8050,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,T,0,1
8134,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,T,T,0,1
6468,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,F,T,1,1
4553,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,F,T,0,1
664,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
1169,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,30-44,F,T,0,0
8364,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,T,F,1,1
1897,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,65+,F,F,0,1
8060,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,F,1,0
5472,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,F,T,1,1
9901,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,F,0,1
2546,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,1,1
1316,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,T,1,1
8555,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
808,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,45-64,F,T,1,0
1343,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,F,T,45-64,T,F,0,0
7620,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,45-64,F,F,1,1
4919,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,0,0
1484,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,F,30-44,T,F,0,0
4345,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
1588,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,1,1
3945,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,T,T,1,1
4971,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,45-64,T,F,1,0
3528,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,18-29,T,T,0,0
2786,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,1,1
5016,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,F,T,0,1
7363,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,30-44,T,T,0,1
3167,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,F,T,0,1
1853,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,T,T,1,1
9075,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,T,45-64,T,T,0,0
6066,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,30-44,T,T,1,1
9177,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
9750,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,T,F,1,1
456,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,0,1
4380,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,65+,F,T,0,0
5325,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,0,0
8471,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,T,T,1,1
8760,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,T,F,1,1
9418,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,30-44,T,T,1,0
4951,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
8335,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,F,F,1,1
7562,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,F,1,1
7043,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,65+,F,F,1,1
980,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,F,T,0,1
7673,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,0,1
3125,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,F,1,0
4299,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,30-44,T,T,0,1
7295,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
2048,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,T,T,1,1
7905,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,T,1,1
8745,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,T,0,0
615,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,1,1
8465,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,65+,F,T,0,1
7053,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,F,1,1
8894,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,T,1,1
1788,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,45-64,F,F,1,1
7389,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
2947,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,F,T,0,1
7913,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,F,0,1
5432,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,F,T,65+,T,F,0,0
6167,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,1
7960,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,T,45-64,F,T,1,0
6927,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,0
6874,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,T,F,0,1
3739,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,65+,F,T,0,0
2107,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
6208,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,T,0,0
277,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,65+,T,T,1,0
7832,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,T,F,45-64,T,F,0,0
8747,3,A08,A12,A01,Online System,HR-pro,HR-dummy,F,T,45-64,T,F,0,0
3711,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,1,0
6902,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,0,0
7447,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,T,0,1
4404,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,0,1
2339,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,T,30-44,T,F,0,0
4732,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,30-44,F,F,1,1
8686,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,65+,F,F,0,1
250,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,T,30-44,F,F,0,0
3117,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,30-44,T,T,1,1
6500,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,30-44,T,T,1,0
3738,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,45-64,F,T,0,1
6676,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,1,1
6779,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,0,0
6911,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,0,1
4472,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,F,T,0,1
1386,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
4735,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,30-44,T,T,0,1
4612,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,45-64,F,T,0,1
3305,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,T,F,0,1
5503,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,0
6820,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,F,0,0
3262,3,A08,A12,A11,Online System,HR-pro,HR-dummy,F,F,45-64,T,F,0,0
4018,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,1,1
1452,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,T,0,1
7263,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,1
4468,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,1
4187,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,T,F,0,1
5990,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,65+,T,T,0,0
7123,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
1251,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,0,1
9748,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,T,F,0,1
305,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,F,F,0,1
2098,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,65+,F,T,1,1
6656,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,F,0,1
5796,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,30-44,F,F,0,1
7326,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,F,F,0,1
3025,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,0,0
8589,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,30-44,F,F,0,0
6429,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,F,0,1
2309,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,1,1
760,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,0,1
6060,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,65+,T,T,0,1
6105,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
5799,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,65+,F,F,0,1
5025,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,45-64,F,T,0,1
1797,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,T,F,65+,F,F,0,0
2023,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
9964,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,30-44,F,T,0,1
1712,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,0
2873,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
1408,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,T,F,0,1
4495,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,F,T,1,1
1840,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,0,0
4937,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,30-44,F,F,0,1
582,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,18-29,F,F,0,1
7726,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,F,T,0,1
7655,3,A08,A12,A11,Online System,HR-pro,HR-dummy,F,F,45-64,T,F,1,0
9969,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
2109,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,T,F,1,1
1839,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,T,45-64,F,F,0,0
9956,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,1,1
7981,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,45-64,F,F,0,1
3329,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,0,0
92,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,T,F,1,1
5430,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,30-44,F,F,0,1
3135,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,T,T,0,1
8157,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,1,1
224,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,F,F,0,1
6266,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
8604,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,T,0,1
8472,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,F,T,0,1
2168,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,F,30-44,F,T,0,0
3304,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,30-44,T,T,0,1
8029,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,F,1,0
3921,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,18-29,T,T,0,1
1090,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,F,F,45-64,T,T,0,0
9965,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,0,0
122,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,65+,F,T,0,1
6881,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,1,1
5326,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,0,1
3912,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,45-64,T,T,0,1
1089,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,T,F,0,1
4090,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,0,0
6483,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,T,0,0
8544,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,45-64,T,F,1,1
208,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,F,F,1,1
9803,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,30-44,T,T,0,1
829,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,65+,F,F,0,1
2358,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,65+,T,T,0,1
4666,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,T,1,1
1499,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,F,T,0,1
1097,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,65+,F,T,0,1
2961,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,65+,T,T,0,1
3933,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,0,1
4635,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,65+,T,T,0,0
3179,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,30-44,F,T,0,0
7238,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,F,0,0
5356,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,1,1
3552,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
3469,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,F,45-64,T,T,1,0
5150,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,30-44,T,T,0,1
6471,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,T,T,1,1
1735,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,T,T,0,1
4434,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,F,1,1
5552,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,F,0,1
8423,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,65+,T,F,1,1
895,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,F,1,0
1528,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,F,0,0
2644,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
9623,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,30-44,F,T,1,0
8130,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,F,F,1,1
4414,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,T,0,0
9874,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,45-64,F,T,1,1
6488,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,30-44,F,T,0,1
3055,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
5540,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
6200,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,65+,T,F,1,0
2648,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,F,F,0,1
3675,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
5398,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,T,T,0,1
5313,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,0,0
4175,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,F,T,1,1
5281,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,0,0
4705,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,65+,T,F,0,1
7502,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,F,0,1
